"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2016;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2019;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2006;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2007;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2010;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2013;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2014;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2015;"Aquatique";"SYLBOR";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2016;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2017;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2018;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2019;"Aquatique";"SYLBOR";"Long";0;0;0;0;0
2000;"STOC-rozo";"SYLBOR";"Long";0;0;0;0;0
2005;"STOC-rozo";"SYLBOR";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2008;"STOC-rozo";"SYLBOR";"Long";1;1;1;1;1
2009;"STOC-rozo";"SYLBOR";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2010;"STOC-rozo";"SYLBOR";"Long";0;0;0;0;0
2011;"STOC-rozo";"SYLBOR";"Long";0;0;0;0;0
2012;"STOC-rozo";"SYLBOR";"Long";0;0;0;0;0
2013;"STOC-rozo";"SYLBOR";"Long";1;1;1;1;1
2015;"STOC-rozo";"SYLBOR";"Long";0;0;0;0;0
2017;"STOC-rozo";"SYLBOR";"Long";1;1;1;1;1
2018;"STOC-rozo";"SYLBOR";"Long";1;1;1;1;1
2019;"STOC-rozo";"SYLBOR";"Long";0;0;0;0;0
1989;"Terrestre";"SYLBOR";"Long";0;0;0;0;0
1990;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,053125
1991;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,275
1992;"Terrestre";"SYLBOR";"Long";0;0;0,1;0,166666666666667;0,241666666666667
1993;"Terrestre";"SYLBOR";"Long";0;0;0;0,09375;0,890625
1994;"Terrestre";"SYLBOR";"Long";0;0;0;0;0
1995;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,10625
1996;"Terrestre";"SYLBOR";"Long";0;0;0;0;0
1997;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,54
1998;"Terrestre";"SYLBOR";"Long";0;0;0;0;0
1999;"Terrestre";"SYLBOR";"Long";0;0;0;0,166666666666667;0,316666666666667
2000;"Terrestre";"SYLBOR";"Long";0;0;0;0,116883116883117;0,304761904761905
2001;"Terrestre";"SYLBOR";"Long";0;0;0;0,178571428571429;0,816666666666666
2002;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,288888888888889
2003;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,275
2004;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,710714285714286
2005;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,54
2006;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,283333333333333
2007;"Terrestre";"SYLBOR";"Long";0;0;0;0,142857142857143;0,550000000000001
2008;"Terrestre";"SYLBOR";"Long";0;0;0;0;1
2009;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,674999999999999
2010;"Terrestre";"SYLBOR";"Long";0;0;0;0;1
2011;"Terrestre";"SYLBOR";"Long";0;0;0;0,117647058823529;0,600000000000001
2012;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,284722222222222
2013;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,333333333333333
2014;"Terrestre";"SYLBOR";"Long";0;0;0;0;1
2015;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,512499999999999
2016;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,34
2017;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,5
2018;"Terrestre";"SYLBOR";"Long";0;0;0;0;1
2019;"Terrestre";"SYLBOR";"Long";0;0;0;0;0,3425
2006;"Terrestre";"SYLCAN";"Long";0,00999999999999997;0,1;0,2;0,3;0,39
2007;"Terrestre";"SYLCAN";"Long";0,00499999999999998;0,05;0,1;0,15;0,195
2008;"Terrestre";"SYLCAN";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2009;"Terrestre";"SYLCAN";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2010;"Terrestre";"SYLCAN";"Long";0;0;0;0;0
2011;"Terrestre";"SYLCAN";"Long";0,025;0,25;0,5;0,568181818181818;0,629545454545455
2012;"Terrestre";"SYLCAN";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2013;"Terrestre";"SYLCAN";"Long";0;0;0;0,25;0,475
2014;"Terrestre";"SYLCAN";"Long";0,03;0,3;0,6;0,76875;0,920625
2015;"Terrestre";"SYLCAN";"Long";0,0133333333333333;0,133333333333333;0,266666666666667;0,445833333333333;0,607083333333333
2016;"Terrestre";"SYLCAN";"Long";0;0;0,166666666666667;0,361111111111111;0,436111111111111
2017;"Terrestre";"SYLCAN";"Long";0,015;0,15;0,225;0,330357142857143;0,547321428571429
2018;"Terrestre";"SYLCAN";"Long";0;0;0;0,142857142857143;0,4
2019;"Terrestre";"SYLCAN";"Long";0;0;0;0;0
2003;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2007;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2008;"Aquatique";"SYLCOM";"Long";1;1;1;1;1
2009;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2010;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2011;"Aquatique";"SYLCOM";"Long";0,00999999999999997;0,1;0,2;0,3;0,39
2012;"Aquatique";"SYLCOM";"Long";1;1;1;1;1
2013;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2014;"Aquatique";"SYLCOM";"Long";1;1;1;1;1
2015;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2017;"Aquatique";"SYLCOM";"Long";0;0;0;0,0625;0,23125
2018;"Aquatique";"SYLCOM";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,666666666666667;0,966666666666667
2019;"Aquatique";"SYLCOM";"Long";0;0;0;0;0
2006;"STOC-rozo";"SYLCOM";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2007;"STOC-rozo";"SYLCOM";"Long";0,00999999999999997;0,1;0,2;0,3;0,39
2008;"STOC-rozo";"SYLCOM";"Long";0,214285714285714;0,214285714285714;0,214285714285714;0,214285714285714;0,214285714285714
2010;"STOC-rozo";"SYLCOM";"Long";0;0;0;0;0
2011;"STOC-rozo";"SYLCOM";"Long";0;0;0;0;0
2012;"STOC-rozo";"SYLCOM";"Long";1;1;1;1;1
2013;"STOC-rozo";"SYLCOM";"Long";1;1;1;1;1
2014;"STOC-rozo";"SYLCOM";"Long";0;0;0;0;0
2015;"STOC-rozo";"SYLCOM";"Long";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2016;"STOC-rozo";"SYLCOM";"Long";0;0;0;0;0
2017;"STOC-rozo";"SYLCOM";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2018;"STOC-rozo";"SYLCOM";"Long";0,5125;0,625;0,75;0,875;0,9875
2019;"STOC-rozo";"SYLCOM";"Long";0;0;0;0,25;0,925
1989;"Terrestre";"SYLCOM";"Long";0,4;0,4;0,4;0,4;0,4
1990;"Terrestre";"SYLCOM";"Long";0,0592156862745098;0,0627450980392157;0,0666666666666667;0,0888888888888889;0,108888888888889
1991;"Terrestre";"SYLCOM";"Long";0;0;0;0,142857142857143;0,264285714285714
1992;"Terrestre";"SYLCOM";"Long";0,0115384615384615;0,115384615384615;0,184065934065934;0,303571428571429;0,544642857142857
1993;"Terrestre";"SYLCOM";"Long";0;0;0,0869565217391304;0,185990338164251;0,218599033816425
1994;"Terrestre";"SYLCOM";"Long";0;0;0;0,166666666666667;0,316666666666667
1995;"Terrestre";"SYLCOM";"Long";0;0;0,166666666666667;0,1875;0,91875
1996;"Terrestre";"SYLCOM";"Long";0;0;0;0,0757575757575758;0,28030303030303
1997;"Terrestre";"SYLCOM";"Long";0;0;0;0;0
1998;"Terrestre";"SYLCOM";"Long";0;0;0;0,0555555555555556;0,205555555555555
1999;"Terrestre";"SYLCOM";"Long";0,0613157894736842;0,139473684210526;0,226315789473684;0,313157894736842;0,391315789473684
2000;"Terrestre";"SYLCOM";"Long";0;0;0;0,09375;0,26375
2001;"Terrestre";"SYLCOM";"Long";0;0;0;0,09375;0,329545454545455
2002;"Terrestre";"SYLCOM";"Long";0;0;0,0384615384615385;0,3;0,403991596638655
2003;"Terrestre";"SYLCOM";"Long";0;0;0;0,148809523809524;0,343840579710145
2004;"Terrestre";"SYLCOM";"Long";0;0;0;0,297058823529412;0,865
2005;"Terrestre";"SYLCOM";"Long";0;0;0;0;0,389375
2006;"Terrestre";"SYLCOM";"Long";0;0;0;0,333333333333333;0,800000000000001
2007;"Terrestre";"SYLCOM";"Long";0;0;0,181818181818182;0,381818181818182;0,783333333333333
2008;"Terrestre";"SYLCOM";"Long";0;0;0;0,2375;0,758333333333333
2009;"Terrestre";"SYLCOM";"Long";0;0;0,05;0,301923076923077;0,6625
2010;"Terrestre";"SYLCOM";"Long";0;0;0,2;0,384210526315789;0,89
2011;"Terrestre";"SYLCOM";"Long";0;0;0,0701970443349754;0,333333333333333;1
2012;"Terrestre";"SYLCOM";"Long";0;0;0;0,0576923076923077;1
2013;"Terrestre";"SYLCOM";"Long";0;0;0;0,178571428571429;0,725
2014;"Terrestre";"SYLCOM";"Long";0;0;0,230769230769231;0,354166666666667;0,591666666666667
2015;"Terrestre";"SYLCOM";"Long";0;0;0;0,333333333333333;0,645
2016;"Terrestre";"SYLCOM";"Long";0;0;0;0,226190476190476;0,549999999999999
2017;"Terrestre";"SYLCOM";"Long";0;0;0;0,333333333333333;0,835714285714286
2018;"Terrestre";"SYLCOM";"Long";0;0;0;0,267857142857143;0,633478260869565
2019;"Terrestre";"SYLCOM";"Long";0;0;0;0,256578947368421;0,600694444444444
2008;"Aquatique";"SYLCUR";"Long";0;0;0;0;0
2007;"STOC-rozo";"SYLCUR";"Long";0;0;0;0;0
2010;"STOC-rozo";"SYLCUR";"Long";0;0;0;0;0
1990;"Terrestre";"SYLCUR";"Long";0;0;0;0,0178571428571429;0,0660714285714286
1991;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
1992;"Terrestre";"SYLCUR";"Long";0,00535714285714284;0,0535714285714286;0,107142857142857;0,160714285714286;0,208928571428571
1993;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
1994;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
1995;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
1997;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
1998;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
1999;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
2000;"Terrestre";"SYLCUR";"Long";1;1;1;1;1
2001;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
2002;"Terrestre";"SYLCUR";"Long";0;0;0;0,0833333333333333;0,308333333333333
2003;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
2004;"Terrestre";"SYLCUR";"Long";0;0;0;0,0833333333333333;0,308333333333333
2005;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
2006;"Terrestre";"SYLCUR";"Long";0;0;0;0;0
2007;"Terrestre";"SYLCUR";"Long";0;0;0;0,433333333333333;0,78
2008;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,4125
2009;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,800000000000001
2010;"Terrestre";"SYLCUR";"Long";0;0;0;0,142857142857143;0,850000000000001
2011;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,258333333333333
2012;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,419642857142857
2013;"Terrestre";"SYLCUR";"Long";0;0;0,125;0,75;1
2014;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,486111111111111
2015;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,175
2016;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,75
2017;"Terrestre";"SYLCUR";"Long";0;0;0;0,0357142857142857;0,3
2018;"Terrestre";"SYLCUR";"Long";0;0;0;0,0625;0,465625
2019;"Terrestre";"SYLCUR";"Long";0;0;0;0;0,4875
2003;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2004;"Terrestre";"SYLHOR";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2006;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2007;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2009;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2011;"Terrestre";"SYLHOR";"Long";0,104166666666667;0,291666666666667;0,5;0,535714285714286;0,567857142857143
2012;"Terrestre";"SYLHOR";"Long";0;0;0;0,1875;0,35625
2013;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2014;"Terrestre";"SYLHOR";"Long";0,00499999999999998;0,05;0,1;0,15;0,195
2015;"Terrestre";"SYLHOR";"Long";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625
2016;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2017;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2018;"Terrestre";"SYLHOR";"Long";0;0;0;0;0
2019;"Terrestre";"SYLHOR";"Long";0;0;0;0,1;0,19
2005;"Terrestre";"SYLSAR";"Long";0;0;0;0;0
2004;"Terrestre";"TURTORALP";"Long";0;0;0;0;0
2018;"Terrestre";"TURTORALP";"Long";0;0;0;0;0
2006;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2007;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2009;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2010;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2012;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2014;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2015;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2016;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
2018;"Terrestre";"UPUEPO";"Long";0;0;0;0;0
